BusinessName,ZipCode,Email,ZipCodeRadiusforCallRail
Padgett Lafayette,80026,dina@padgett-boulder.com,"80026,80026,80516,80516,80027,80027,80301,80301,80023,80023,80544,80544,80038,80038,80020,80020,80303,80303,80305,80305,80514,80514,80309,80309,80306,80307,80308,80310,80314,80306,80307,80308,80310,80314,80234,80234,80021,80021,80304,80304,80502,80502,80501,80501,80241,80241,80614,80614,80031,80031,80504,80504,80530,80530,80005,80005,80602,80602,80520,80520,80233,80233,80260,80260,80025,80025,80503,80503,80533,80533,80007,80007,80003,80003,80035,80035,80030,80030,80036,80036,80004,80004,80229,80229,80302,80302,80640,80640,80221,80221,80001,80006,80001,80006,80542,80542,80024,80024,80002,80002,80037,80037,80601,80601,80033,80033,80621,80621,80471,80471,80455,80455,80212,80212,80034,80034,80603,80603,80211,80211,80216,80216,80513,80513,80266,80266,80215,80215,80214,80214,80402,80419,80402,80419,80202,80202,80205,80205,80294,80294,80265,80265,80293,80293,80022,80022,80204,80204,80290,80290,80264,80264,80243,80244,80248,80250,80256,80257,80259,80261,80263,80271,80273,80274,80281,80291,80299,80243,80244,80248,80250,80256,80257,80259,80261,80263,80271,80273,80274,80281,80291,80299,80201,80217,80201,80217,80207,80207,80403,80403,80225,80225,80203,80203,80481,80481,80238,80238,80218,80218,80226,80226,80206,80206,80651,80651,80239,80239,80466,80466,80401,80401,80220,80220,80041,80041,80219,80219,80040,80040,80232,80232,80228,80228,80209,80209,80534,80534,80223,80223,80047,80047,80010,80010,80230,80230,80045,80045,80246,80246,80537,80537,80540,80540,80249,80249,80042,80042,80208,80208,80623,80623"

Padgett Lakeland,33813,stephanie@padgettlakeland.com; craig@padgettlakeland.com,"33813,33846,33812,33807,33840,33803,33811,33802,33804,33831,33801,33806,33863,33815,33830,33880,33860,33805,33839,33847,33823,33567,33888,33883,33882,33564,33566,33820,33810,33563,33885,33884,33881,33850,33530,33841,33835,33587,33565,33527,33809,33859,33877,33547,33838,33851,33596,33594,33595,33849,33856,33853,33868,33845,33524,33583,33509,33508,33510,33540,33569,33584,33844,33511,33592,33550,33579,33836,33837,33827,33568"

Padgett Lake Mary,32746,k.hughes@padgettbusinessservices.com,"32746,32795,32750,32779,32791,32752,32747,32772,32771,32718,32719,32773,32701,32715,32716,32708,32707,32730,32714,32713,32753,32751,32776,32799,32712,32725,32794,32733,32765,32762,32810,32704,32728,32792,32789,32790,32793,32739,32703,32763,32768,32804,32774,32814,32710,32817,32808,32803,32816,32798,32738,32818,32807,32732,32801,32736,32802,32853,32854,32855,32856,32857,32858,32859,32860,32861,32862,32867,32868,32869,32872,32877,32878,32885,32886,32887,32891,32897,32896,32826,32706,32720,32805,32777,32757,34761,32806,32744,32756,32811,32766,32825,32835,34734,32721,32822,32812,32839,32764,32745,32723,32767,34777,34778,32828,32820,32809,32727,32829,32784,32726,34760,34705,32778,32819,32722,34786,34729,34740,32168,34756,32831,32724,32702"

Padgett Lake Orion,48360,bruce.w.edwards@gmail.com,"48360,48359,48362,48361,48340,48326,48363,48306,48342,48330,48348,48329,48321,48370,48346,48343,48347,48371,48309,48341,48328,48366,48308,48325,48367,48307,48327,48320,48462,48304,48302,48098,48303,48007,48099,48316,48324,48094,48386,48095,48387,48085,48317,48323,48350,48065,48455,48301,48084,48009,48012,48383,48428,48314,48315,48322,48083,48438,48025,48440,48017,48382,48442,48310,48073,48318,48313,48311,48334,48390,48034,48076,48356,48003,48072,48331,48096,48312,48071,48411,48044,48042,48068,48067,48037,48086,48070,48005,48033,48092,48075,48377,48357,48237,48336,48069,48332,48333,48038,48335,48093,48220,48036,48376,48393,48381,48030,48446,48088,48026,48375,48091,48480,48219,48015,48240,48002,48090,48397,48235,48035,48043,48439,48046,48412,48152,48221,48374,48380,48089,48066,48353,48051,48519,48423,48430,48048,48203,48050,48223,48167,48154,48165,48444,48062,48082"

Padgett Lakeville,55044,sam@padgettmn.com,"55044,55020,55054,55372,55306,55024,55088,55124,55378,55010,55337,55068,55057,55122,55379,55437,55431,55438,55420,55046,55123,55425,55065,55019,55352,56071,55347,55121,55085,55435,55423,55031,55439,55344,55450,55077,55111,55120,55150,55076,55424,55346,55419,55417,56069,55436,55410,55317,55071,55315,55118,55318,55343,55116,55409,55407,55018,55033,55408,55406,55345,55075,55105,55416,55021,55055,55102,55016,55426,55053,55009,55404,55305,55104,55405,55107,55403,55454,55114,56011,55415,55414,55402,55455,55133,55144,55145,55146,55155,55164,55170,55440,55458,55459,55474,55478,55479,55480,55483,55484,55485,55486,55487,55488,55467,55470,55472,55386,56052,55331,55401,55101,55103,55108"

Padgett Las Vegas (North),89129,f.thull@padgettbusinessservices.com,"89129,89134,89128,89130,89149,89144,89145,89108,89136,89131,89138,89143,89117,89107,89032,89166,89146,89031,89085,89106,89140,89147,89135,89102,89084,89030,89157,89199,89103,89111,89112,89114,89116,89125,89126,89127,89132,89133,89137,89150,89151,89152,89153,89155,89159,89160,89162,89163,89164,89177,89180,89185,89193,89195,89087,89036,89101,89033,89086,89109,89158,89081,89169,89118,89104,89154,89148,89113,89170,89173,89119,89121,89115,89161,89110,89178,89139,89004,89120,89142,89123,89179,89191,89122,89141,89156,89014,89124,89074,89053,89183,89077,89011,89052,89105,89165,89012,88901,88905,89054,89009,89016,89044,89018,89015,89002"

Padgett Lees Summit,64063,dougb@padgettkc.com,"64063,64081,64002,64086,64065,64139,64082,64064,64034,64149,64134,64136,64015,64138,64013,64014,64029,64083,64133,64055,64030,64137,64057,64070,64132,64080,64147,64129,64052,64146,64131,64051,64075,64130,64145,64114,64012,64056,64128,64126,64110,64054,64090,66206,64113,64050,64053,66224,64125,66209,66211,64011,64112,64109,64127,64078,64016,66207,64111,66208,64061,66251,64123,64124,66205,66160,64121,64108,64144,66223,64120,64999,64141,64148,64170,64179,64180,64184,64187,64191,64196,64197,64198,64199,64161,64106,66212,66085,66201,64102,66103,66225,66204,64162,66282,66283,66285,64088,66250,64743,66276,64105,64058,64101,64171,64188,66202,66210,66213,66118,66222,64066,66105,64117,66214,66203,66221,64074,64116,64701,66110,66119,66101,66117,66215,66115,64734,66013,64746,64040,66216,64072,64119,66102,66106,64168,64158,64069,64150,66062,66219,64076,64077,64097,64118,66217,66104,64068"

Padgett Lemoyne,17043,a.dickison@smallbizpros.com,"17043,17101,17102,17121,17122,17123,17124,17125,17126,17127,17128,17129,17120,17001,17089,17105,17106,17107,17108,17140,17177,17130,17011,17104,17103,17070,17113,17093,17110,17109,17111,17025,17034,17050,17055,17319,17339,17053,17027,17112,17072,17057,17018,17036,17370,17020,17019,17358,17365,17323,17033,17069,17007,17345,17315,17013,17028,17502,17022,17078,17010,17032,17090,17347,17015,17404,17065,17068,17003,17318,17570,17041,17372,17316,17406,17550,17547,17081,17074,17077,17401,17408,17405,17061,17364,17064,17040,17552,17337,17038,17023,17045,17062,17375,17024,17324,17083,17402,17371,17005,17545"

Padgett Lewisville,75057,stan@padgett-dfw.com,"75057,75029,75067,75056,75065,75028,75010,75027,75007,75077,75019,75099,75022,75036,75011,75006,75287,75063,75068,76210,76051,75034,76099,75234,75093,75358,75024,75001,75261,76226,75039,76092,75244,75038,76208,75252,75248,75033,75229,75254,76205,75059,75062,76262,75240,76039,76034,75075,75220,76202,76203,76204,76206,75023,75035,76209,75230,75251,75025,75080,76201,75061,76227,76207,76021,75083,75085,75014,75015,75016,75017,76155,75209,75086,75026,76095,75225,75247,75235,76054,75081,75243,76182,76244,76248,75060,75013,76040,76022,75231,75074,75078,76180,75205,75050,75082,75070,76177,76006,75072,75206,76247,75219,75212,75238,76053,76148,75042,75204,75044,75214,75207,76011,75201,75053,76259,75342,75370,75267,75221,75222,75250,75264,75265,75266,75275,75277,75283,75284,75285,75301,75303,75312,75313,75315,75320,75326,75336,75339,75354,75355,75356,75357,75359,75360,75367,75371,75372,75373,75374,75376,75378,75379,75380,75381,75382,75389,75390,75391,75392,75393,75394,75395,75397,75262,75263,75398,76118,75270,75202,75094,75260,75246,75242,76012,75002,75226,75211,75045,75046,75047,75049,75218,75208,75051,76137,75223,75040,76094,76096,76003,76004,76005,76007,76120,75041,76258,76010,75228,76117,76019,75203,76052,76190,75048,75009,75215,75210,76249,75233,76131,75069,76112,75224,76013"

Padgett Littleton,80120,jeff@padgettlittleton.com,"80120,80120,80160,80161,80165,80166,80160,80161,80165,80166,80162,80162,80123,80123,80121,80121,80122,80122,80110,80110,80236,80236,80150,80151,80155,80150,80151,80155,80129,80129,80128,80128,80113,80113,80235,80235,80126,80126,80210,80210,80130,80130,80208,80208,80237,80237,80223,80223,80219,80219,80124,80124,80222,80222,80227,80227,80163,80163,80232,80232,80111,80111,80209,80209,80125,80125,80224,80224,80131,80131,80246,80246,80112,80112,80231,80231,80226,80226,80127,80127,80203,80203,80247,80247,80218,80218,80204,80204,80206,80206,80243,80244,80248,80250,80256,80257,80259,80261,80263,80271,80273,80274,80281,80291,80299,80243,80244,80248,80250,80256,80257,80259,80261,80263,80271,80273,80274,80281,80291,80299,80201,80217,80201,80217,80228,80228,80014,80014,80225,80225,80264,80264,80290,80290,80465,80465,80293,80293,80044,80044,80265,80265,80214,80214,80294,80294,80230,80230,80220,80220,80202,80202,80205,80205,80215,80215,80211,80211,80266,80266,80012,80012,80046,80046,80212,80212,80034,80034,80207,80207,80454,80454,80040,80040,80015,80015,80010,80010,80453,80453,80033,80033,80216,80216,80238,80238,80042,80042,80045,80045,80047,80047,80013,80013,80108,80108,80017,80017,80002,80002,80401,80401,80001,80006,80001,80006,80221,80221,80134,80134,80011,80011,80041,80041,80402,80419,80402,80419,80457,80457,80036,80036,80030,80030,80016,80016,80004,80004,80037,80037,80003,80003,80035,80035,80437,80437,80239,80239,80433,80433,80109,80109,80229,80229,80024,80024,80260,80260,80005,80005,80018,80018,80138,80138,80031,80031,80007,80007,80019,80019,80640,80640,80425,80425,80439,80439,80233,80233,80470,80470,80021,80021,80234,80234,80020,80020,80038,80038,80614,80614,80104,80104,80241,80241,80249,80249,80022,80022,80137,80137,80135,80135"

Padgett Los Gatos,95030,pslevine@comcast.net,"95030,95031,95071,95032,95033,95070,95124,95008,95130,95009,95011,95044,95026,95129,95118,95117,95128,95015,95125,95014,95126,95051,95136,95120,95052,95055,95056,95050,95123,95053,94087,95113,95150,95151,95152,95153,95154,95155,95156,95157,95158,95159,95160,95161,95164,95170,95172,95173,95190,95191,95193,95194,95196,95103,95106,95108,95109,95115,95110,95111,95192,95101,95112,95042,94086,95006,94088,95007,95005,95066,95018,95122,95119,94024,95121,94085,95116,95054,95131,94041,94039,94042,94040,95133,95139,95041,95013,94023,94022,95065,94035,95141,95073,94089,95134,95138,95148,94043,95060,95036,95127,95002,94306,94021,95132,95135,94304,94028,94020,95064,95003,95035,94305,94302,94309,95017,95010,94301,95061,95063,95067,95062,94303,95001,94060,94026,95140,94025,94027,95038,94538,95037,94560,94074,94062,94539,94061,94537,94064,94063,95046,94555,95019,94536,94070,94586,95076"

Padgett Louisiana,70001,amanda@padgettlouisiana.com,"70001,70004,70009,70010,70011,70033,70055,70060,70121,70123,70118,70125,70063,70064,70119,70062,70097,70112,70096,70113,70141,70115,70142,70145,70150,70151,70152,70153,70154,70156,70157,70158,70159,70160,70161,70162,70164,70165,70166,70167,70172,70174,70175,70176,70177,70178,70179,70182,70184,70185,70186,70187,70189,70190,70195,70163,70170,70116,70139,70181,70183,70094,70130,70073,70005,70059,70148,70124,70146,70053,70002,70054,70117,70003,70114,70006,70122,70087,70058,70032,70065,70056,70031,70072,70126,70127,70047,70044,70070,70043,70128,70078,70131,70143,70093,70079,70039,70075,70080,70057,70092,70037,70068,70069,70030,70129,70084,70471,70036,70049"

Padgett Manassas,20109,padgettnva@aol.com,"20109,20108,20136,20143,20110,20121,20156,20155,22036,20120,20111,20113,20122,20152,20181,20182,20169,20151,20124,20168,20137,22033,20112,20041,22030,20172,20102,20171,20187,20105,22039,20119,22035,22038,20198,22124,20153,20138,20139,22032,22015,20166,20191,20192,22009,20188,22192,20148,22193,22095,22034,22181,22031,20170,20190,20163,20167,22096,20196,20118,20195,22152,22183,22185,22153,20194,22125,22180,22728,20164,22134,22025,20147,22037,20598,20185,22081,20146,20149,22182,22151,22082,22116,22118,22119,20117,22199,22003,20186,22194,22195,20175,22027,22172,22156,22158,22159,22160,22161,22191,22150,22066,22042,22739,20165,22122,22079,20116,20115,22043,22545,20140,22046,22556,22026,22102,22067,22712,22312,22044,22060,20131,22040,22107,22108,22109,22213,22041,22103,22106,22315,22304,22205,22463,20854,22310,20177,20178,22101,22311,22720,22135,22724,22203,20128,20837,22216,22214,20184,22230,22240,22241,22242,22243,22244,22245,20859,22215,20144,22226,22210,22227,22219,22309,20160,20818,22207,22212,22217,22204,22302,22734,20816,22206,22306,20812,22303,22246,20159,22201,20158,20817,22742,22121"

Padgett Manchester,63131,obaig@ceteranetworks.com,"63131,63141,63122,63124,63144,63024,63022,63132,63119,63088,63126,63127,63021,63017,63117,63011,63146,63105,63143,63099,63114,63130,63006,63043,63026,63123,63074,63139,63109,63133,63128,63112,63110,63303,63116,63121,63145,63125,63044,63134,63040,63140,63108,63049,63113,63120,63111,63302,63045,63118,63135,63115,63038,63005,63103,63025,63104,63042,63151,63106,63167,63107,63155,63129,63147,63136,63150,63156,63157,63158,63160,63163,63164,63166,63169,63171,63177,63178,63179,63180,63188,63195,63197,63199,63010,63304,63032,63101,63102,63031,62240,63338,62059,63052,62090,62206,63033,62239,63376,63137,62202,62071,62060,63301,63051,62236,62201,62207,63053,63073,62205,63069,63341,63034,63368,62204,63057,63138,62040,63012,62203,63016,62036,62260,63386,63373,63366,63367,63055,62223,63015,63039,63070,62232,63332,62208,62048,63365,63048,62028,63385"

Padgett Marietta,30060,s.williams6@padgettbusinessservices.com,"30060,30069,30061,30063,30065,30090,30006,30007,30008,30081,30067,30064,30082,30080,30339,30068,30062,30066,30152,30126,30156,30160,30327,30144,30106,30328,30111,30127,30342,30168,30318,30305,30356,30326,30346,30101,30077,30319,30363,31141,31145,31146,30309,30324,30338,30075,30336,30378,30122,30350,30314,30332,30102,30141,30313,30189,30359,30331,30366,30329,30306,30188,30308,30311,31136,30369,30303,30076,39901,30361,31106,31107,31126,31131,31139,31150,31156,31192,31193,31195,31196,30301,30302,30325,30343,30348,30353,30355,30357,30358,30364,30368,30370,30371,30374,30375,30377,30380,30384,30385,30388,30392,30394,30396,30398,30304,30334,30146,30322,30310,30341,30362,30312,30333,30360,30307,30345,30033,30340,30134,30133,30142,30023,30031,30036,30037,30317,30315,30009,30030,30022,30092,30344,30157,31119,30079,30091,30316,30132,30071,30137,30021,30085,30086,30154,30084,30002,30003,30010,30032,30004,30169,30337,30320,30354,30093,30272,30115,30135,30349,30072,30321,30005,30083,30026,30029,30095,30098,30099,30096,30114,30288,30048,30298,30121,30034,30035,30097,30088,30297,30213,30291,30087,30047,30184"

Padgett McPherson,67460,rmilleson@cox.net,"67460, 67491,67443,67546,67476,67428,67464,67456,67457,67107,67522,67442,67502,67416,67073,67062,67053,67448,67554"

Padgett Memphis,38111,jchandler@maxxconnect.net,"38111,38152,38117,38114,38112,38157,38104,38130,38122,38131,38132,38108,38118,38126,38105,38107,38120,38115,38137,38119,37501,38101,38124,38136,38145,38148,38150,38151,38159,38161,38163,38166,38167,38168,38173,38174,38175,38177,38181,38182,38183,38184,38186,38187,38188,38190,38193,38194,38197,38116,37544,38134,38103,38128,38106,38141,38138,38018,38088,38113,38135,38139,38029,38125,38672,38133,38016,38671,72301,38127,38637,38109,72303,38014,38680,72364,38055,38686,38654,38054,38651,38083,38017,38027,38053,38028,38002,38641,72376,72332,38632,38071,72325,72327,38036,38066,38023,38004,72384,38611,38058"

Padgett Mesa & The Valley,85210,jeff@rhinodreams.com,"85210,85202,85211,85214,85216,85274,85275,85277,85233,85204,85299,85201,85225,85280,85285,85224,85246,85282,85203,85244,85234,85283,85287,85296,85281,85213,85284,85257,85206,85205,85295,85286,85236,85256,85251,85252,85261,85267,85271,85044,85297,85008,85226,85250,85040,85034,85248,85042,85018,85249,85298,85209,85208,85258,85212,85207,85006,85253,85048,85016,85004,85001,85002,85010,85011,85030,85036,85038,85046,85060,85062,85063,85064,85066,85067,85068,85069,85071,85072,85073,85074,85075,85076,85078,85079,85080,85082,85065,85070,85026,85259,85003,85007,85014,85127,85215,85041,85012,85260,85268,85028,85013,85045,85269,85120,85009,85117,85178,85015,85254,85005,85020,85061,85017,85142,85021,85119,85032,85255,85019,85043,85031,85140,85339,85022,85051,85029,85035,85054,85147,85023,85143,85311,85312,85318,85301,85033,85050,85118,85302,85053,85303,85024,85138,85304,85353"

Padgett Middletown,06457,kurt@CTPadgettCPA.com,"06457,06459,06481,06455,06416,06480,06414,06456,06023,06422,06450,06441,06037,06067,06073,06424,06451,06438,06495,06050,06051,06109,06111,06492,06052,06493,06494,06469,06137,06033,06447,06025,06053,06489,06467,06419,06479,06474,06114,06412,06408,06411,06472,06110,06062,06410,06106,06118,06133,06423,06138,06102,06443,06444,06437,06183,06123,06126,06127,06129,06131,06132,06134,06140,06141,06142,06143,06144,06145,06146,06147,06150,06151,06153,06154,06155,06156,06160,06161,06167,06176,06180,06439,06103,06030,06034,06115,06152,06107,06032,06119,06231,06473,06108,06105,06415,06471,06248,06518,06101,06040,06128,06417,06120,06117,06112,06199,06041,06045,06104,06712,06716,06010,06011,06442,06705,06085,06413,06042,06409,06043,06426,06517,06232,06706,06498,06514,06513,06781,06524,06001,06405,06704,06702,06074,06420,06710,06701,06703,06720,06721,06722,06723,06724,06725,06726,06749,06237,06371,06028,06786,06006,06770,06708,06002,06512,06013,06249,06782,06095,06511,06089,06475,06510,06501,06502,06503,06505,06506,06507,06508,06509,06520,06521,06530,06531,06532,06533,06534,06535,06536,06537,06538,06540,06066,06779,06515,06504,06403,06525,06238,06519,06336,06070,06022,06762,06787,06092,06795,06370,06334,06333,06064,06088,06516,06251"

Padgett Missouri City,77459,b.clarke@PadgettBusinessServices.com,"77459,77459,77545,77545,77481,77481,77489,77489,77053,77053,77497,77497,77479,77479,77085,77085,77477,77477,77071,77071,77487,77487,77035,77035,77031,77031,77496,77496,77478,77478,77583,77583,77045,77045,77047,77047,77099,77099,77096,77096,77498,77498,77578,77578,77584,77584,77074,77074,77036,77036,77469,77469,77025,77025,77072,77072,77054,77054,77051,77051,77081,77081,77402,77402,77401,77401,77411,77411,77083,77083,77048,77048,77406,77406,77030,77030,77063,77063,77005,77082,77082,77588,77588,77042,77042,77581,77581,77407,77407,77033,77033,77046,77046,77057,77057,77021,77056,77056,77098,77098,77027,77027,77024,77024,77077,77077,77006,77461,77461,77019,77004,77061,77061,77075,77075,77087,77087,77079,77079,77094,77094,77002,77007,77023,77010,77512,77512,77089,77089,77003,77204,77206,77207,77208,77210,77212,77213,77215,77216,77217,77219,77220,77221,77222,77223,77224,77225,77226,77227,77228,77229,77230,77231,77233,77234,77235,77236,77237,77238,77240,77241,77242,77243,77244,77245,77248,77249,77251,77252,77253,77254,77255,77256,77257,77258,77259,77261,77262,77263,77265,77266,77267,77268,77269,77270,77271,77272,77273,77274,77275,77277,77279,77280,77282,77284,77287,77288,77289,77290,77291,77292,77293,77297,77299,77204,77206,77207,77208,77210,77212,77213,77215,77216,77217,77219,77220,77221,77222,77223,77224,77225,77226,77227,77228,77229,77230,77231,77233,77234,77235,77236,77237,77238,77240,77241,77242,77243,77244,77245,77248,77249,77251,77252,77253,77254,77255,77256,77257,77258,77259,77261,77262,77263,77265,77266,77267,77268,77269,77270,77271,77272,77273,77274,77275,77277,77279,77280,77282,77284,77287,77288,77289,77290,77291,77292,77293,77297,77299,77001,77202,77202,77052,77052,77203,77203,77450,77450,77055,77055,77201,77201,77511,77511,77017,77043,77043,77549,77549,77080,77080,77008,77011,77218,77218,77413,77413,77587,77587,77471,77471,77430,77430,77546,77546,77009,77034,77034,77012,77092,77092,77020,77018,77444,77444,77504,77504,77026,77026,77502,77502,77084,77084,77501,77508,77501,77508,77209,77209,77022,77547,77547,77029,77029,77091,77091,77494,77494,77040,77040,77598,77598,77506,77506,77062,77062,77041,77041,77449,77449,77076,77076,77028,77028,77088,77088,77505,77505,77515,77515"

Padgett Mobile,36695,padgettbusinesss@gmail.com,"36695,36608,36619,36685,36688,36609,36693,36568,36590,36541,36582,36575,36618,36544,39555,36606,36607,36605,36587,36617,36615,36612,36613,36604,36603,39562,36616,36640,36671,36641,36644,36652,36660,36663,36670,36633,36628,36601,36675,36689,36691,36509,36610,36602,36611,36523,39563,39552,36571,36577,36572,39581,39595,36521,36559,39569,39568,39452,39567,36533,36564,36527,39553"

Padgett Moline,61265,dvoss@padgett-qc.biz,"61265,61266,61282,61201,61239,52803,61299,61204,52801,61240,52805,52808,52809,61244,52722,61256,52767,52807,61236,52804,52802,61264,61241,61273,52806,61278,52753,61275,61232,52728,61281,52748,61274,61276,61284,61257,52726,52768,61262,61233,61263,61468,52759,52756,52773,61254,61279,52758,61242,52746,61465,61486,52769,61413,52745,61238,52730,61237,61230,52757,61490,61231,61259,61250,52747,52742,61235"

Padgett Montevallo,35115,s.burke@smallbizpros.com,"35115, 35187,35035,35114,35137,35080,35007,35040,35144,36792,35085,35074,35124,35184,35022,35188,35111,35244,35171,35051,35042,35043,36793,35143,35226,35020,35021,35142,35490,35440,36750,35216,35242,35045,35221,35228,35211,35046,35186,35243"

Padgett Moon Township,15108,ekatwise@hotmail.com,"15108,15046,15056,15275,15231,15225,15081,15136,15143,15126,15202,15003,15276,15205,15071,15204,15026,15237,15106,15229,15127,15001,15082,15005,15233,15142,15019,15214,15220,15212,15090,15057,15015,15031,15064,15211,15027,15216,15060,15243,15219,15222,15230,15242,15244,15250,15251,15252,15253,15254,15255,15257,15258,15259,15262,15265,15267,15268,15270,15272,15277,15278,15279,15281,15283,15286,15290,15095,15096,15282,15274,15042,15086,15209,15017,15226,15061,15053,15228,15050,15223,15361,15201,15116,15321,15203,15261,15295,15234,15091,15210,15224,15213,15101,15241,15289,15260,15078,15077,15232,16066,15339,15055,15227,15215,15350,15004,15021,15054,15206,15043,15102,15217,16046,15044,15074,15264,15207,15009,15236,15240,15208,15378,15317,15052,15340,15007,15218,15238,16063,15120,15066,15051,15363,15123,15221,16024,15342,15129,15367,15122,15006,15104,15024,15059,15139,16059,15147,15235,15034,15076,15010,15112,26034,15075,15032,26056,15336,15110,15347,15045,15145,15025,15049,26062,26047,16033,15134,15133,15132,15144,15084,15312,16123,15332,15379,15137,15035,15030,26035,43926,15088,15148,15038,43961,15069,16115,15140,26050,15020,16027,16053,16136,15330,26037,15146,43920,15239,15067,16056,15131,16037,15047,15301,15014,15068,15037,15135"

Padgett Moorestown,08057,pbstaxes@verizon.net,"08057,08054,08052,08077,08075,08076,08046,08073,08010,08065,08002,08034,08036,19136,08003,19135,08109,08110,19114,19137,08048,08033,08108,19149,08105,19152,19021,19134,19154,19124,08060,19020,08045,08107,08053,08016,08106,08035,08103,08043,19111,19125,08102,19115,08007,08049,08104,08101,19120,08026,08059,19012,08083,19116,08055,19133,19123,19122,08084,19106,08031,19007,08099,08030,19140,08078,19109,19147,08029,19107,19108,19141,19126,19190,19195,19027,19110,19092,19093,19099,19101,19105,19019,19155,19160,19161,19162,19170,19171,19172,19173,19175,19177,19178,19179,19181,19182,19183,19184,19185,19187,19188,19191,19192,19193,19194,19196,19197,19244,19255,08091,19102,19148,08518,19046,08011,19006,19132,19056,08021,19130,19103,19121,19053,19057,19138,08554,19009,19055,19146,19144,19129,19112,19095,08505,08093,19104,19058,19048,19049,19150,19145,19001,19119,19047,08041,08022,08012,08096,19054,19131,08063,08032,18966,08004,08042,19030,19038,08009,19090,19004,19143,08068,19139,19127,08097,19118,19142,19128,19075,08064,19025,19066,08086,19176,08090,19067,19040,19151,08081,19072,19050,19031,19096,18954,19082,08080,08640,08066,19153,19023,19034,18974,19079,18991,19444,08611,08018,08061,19044,08051,19035,19032,08089,08625,08515,19018,19003,08562,08610,08641,08020,19113,08608,19036,19026,19029,08650,19083,08071,08601,08602,08603,08604,08605,08606,08607,08645,08646,08647,08666,08695,19074,18940,19041,19043,19098,19462,08620,18956,18943,08629,19429,19076,19002,08609,19428,18929,19070,08511,08618,08088,08056,19010,08015,18980,08628,19424,19477,19033,08027,19078,19064,08028,18976,08638,18977,08074,19422,19085,19081,19437,19022,08619,19436,18925,19008,18946,08095,19094,18922,18936,19405,08312,19454,08025,19401,08062,19404,19407,19408,19409,19415,08094,19086,08690,19016,08560,08501,19065,19091,19037,19455,08648,19486,08533,18912,08014,19015,19013,19087"

Padgett Morgantown,26505,,"26505,26506,26502,26504,26507,26534,26543,26541,26531,26508,26527,26501,15327,15474,15315,26546,15439,26542,15451,15467,26524,15460,15349,15338,26588,26547,26586,15334,15478,26520,26544,26560,26574,15461,26374,26554,26537,15320,15476,26521,26555,26559,15351,15454,26570,15436,26519,26525,15458,26566,15362,26410,15410,15440,26578,15443,15484,15316,26590,26571,15344,15416,15401,26576,26587,15447,15325,15437,15435,15468,26563,15370,26354,15357,15346,15445,15420,15475,15463,15421,15472,26572,15433,26444,26591,26764,26440,15449,15413,15322,15415,15348,15422,15450,26562,15359,15480,26582,15429,15489,15444"

Padgett Mountain View,94040,b.li@PadgettBusinessServices.com,"94040,94039,94042,94041,94023,94024,94043,94035,94306,94088,94022,94086,94087,94085,94304,94089,94302,94309,94305,95015,94301,94303,95051,95014,95002,95054,94026,94028,95129,95052,95055,95056,94025,95050,94027,95134,95117,95053,95071,95130,95070,95128,94560,94061,95009,95011,95131,95008,94538,95110,95126,95036,94063,94064,95103,95106,95108,95109,95115,95150,95151,95152,95153,95154,95155,95156,95157,95158,95159,95160,95161,95164,95170,95172,95173,95190,95191,95193,95194,95196,95101,95113,94062,94555,95112,95192,94020,95125,95030,94070,95133,94537,95031,95124,95116,94021,94065,94536,94539,95118,95122,95132,95032,94002,95035,94587,94404,95136,95111,95006,95033,94403,94074,95127,95121,95044,95026,94586,94402,94545,95123,94544,95148,94497,94401,94060,94019,94542,95120,95007,95005,94540,94543,94557,95119,94010,94541,94580,94011,95042,95018,95139,94579,95138,95135,95013,95066,95140,95060,94552,94566,94018,94578,94030,94128,95041,94577,94588,95141,95017,94038,94568,95065,94066,94603"

Padgett Murfreesboro and Chattanooga,37129,a_costa@smallbizpros.com,"37129,37167,37133,37131,37132,37086,37130,37089,37128,37085,37014,37135,37013,37153,37071,37127,37011,37136,37118,37060,37076,37217,37037,37122,37149,37211,37046,37067,37090,37027,37121,37024,37063,37016,37214,37220,37184,37020,37210,37204,37088,37065,37068,37206,37180,37213,37212,37215,37138,37034,37201,37203,37238,37242,37235,37229,37244,37243,37202,37240,37222,37224,37227,37230,37232,37234,37236,37241,37246,37250,37219,37216,37190,37018"

Padgett Narragansett,02882,kreyssig5@yahoo.com,"02882, 02880,02883,02879,02881,02874,02835,02836,02840,02877,02892,02875,02813,02841,02812,02852,02842,02898,02894,02822,02808,02832,02818,02872,02804,02871,02833,02837,02817,02807,02873,02891,02893,02887,02886,02889,02801,02878,02809,02816,06379,02791,06359,02823,06384,02888,02827,02806,02831,02724,02921,02721,06378,02885,02920,02790,02910,06373,06372,02722,02915"

Padgett Nashville,37138,padgett@tds.net,"37138,37077,37115,37116,37214,37216,37075,37070,37076,37206,37122,37207,37213,37210,37217,37201,37121,37242,37238,37072,37235,37244,37219,37222,37224,37227,37230,37232,37234,37236,37241,37246,37250,37229,37243,37228,37202,37208,37203,37189,37240,37066,37152,37212,37204,37011,37211,37071,37013,37220,37086,37218,37089,37188,37048,37215,37073,37205,37209,37024,37088,37080,37087,37027,37031,37167,37049,37090,37148,37135,37172,37221,37129,37069,37136,37022,37143"

